chosen_arms,rewards
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.0
1894,0.0
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.0
1894,0.0
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.0
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.0
1894,0.0
454,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1876,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.0
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.92
454,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.92
454,0.92
454,0.92
1894,0.0
454,0.0
1894,0.0
1873,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1894,0.92
1894,0.92
454,0.92
454,0.0
1894,0.0
1894,0.0
1894,0.92
1894,0.92
454,0.92
1894,0.92
1894,0.92
1894,0.92
454,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.0
1876,0.0
1876,0.0
1894,0.0
1894,0.92
454,0.0
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.92
1894,0.0
1894,0.92
1894,0.92
1894,0.0
1888,0.0
1894,0.92
454,0.92
1894,0.92
454,0.92
454,0.92
454,0.92
454,0.92
454,0.92
454,0.92
454,0.92
454,0.92
454,0.92
1894,0.0
454,0.92
454,0.92
454,0.92
454,0.92
454,0.92
454,0.92
454,0.92
1894,0.92
1894,0.0
1894,0.92
454,0.0
1894,0.0
1894,0.0
1894,0.92
454,0.92
454,0.0
1894,0.92
454,0.0
454,0.92
454,0.92
1894,0.92
454,0.0
454,0.92
454,0.92
454,0.92
454,0.92
454,0.0
454,0.0
1894,0.92
454,0.92
454,0.92
454,0.0
454,0.92
454,0.92
1894,0.0
454,0.92
454,0.0
454,0.92
454,0.92
1894,0.92
1894,0.0
454,0.0
454,0.92
1894,0.92
1894,0.0
454,0.0
1894,0.92
1894,0.92
1894,0.0
454,0.92
454,0.92
454,0.92
1894,0.0
454,0.92
1894,0.92
1894,0.92
448,0.92
454,0.92
1894,0.92
1894,0.92
454,0.92
454,0.92
1894,0.0
1894,0.0
1894,0.92
454,0.92
454,0.92
454,0.0
454,0.92
454,0.0
454,0.92
454,0.92
1894,0.0
454,0.0
454,0.92
1894,0.0
454,0.92
454,0.92
1894,0.92
454,0.0
454,0.92
454,0.92
1894,0.0
454,0.92
1894,0.92
454,0.92
454,0.0
1894,0.0
439,0.92
454,0.92
454,0.0
454,0.92
454,0.92
1894,0.0
1894,0.92
454,0.0
454,0.92
454,0.0
454,0.92
1894,0.92
1894,0.0
454,0.92
1894,0.92
454,0.92
454,0.0
454,0.92
454,0.0
433,0.92
454,0.0
454,0.92
1894,0.92
433,0.0
454,0.92
448,0.92
454,0.92
454,0.92
454,0.92
1894,0.0
454,0.92
454,0.0
454,0.92
1894,0.0
436,0.0
454,0.92
454,0.92
454,0.92
454,0.0
433,0.92
454,0.0
439,0.92
436,0.92
1894,0.0
454,0.0
454,0.92
1894,0.92
454,0.0
454,0.0
1894,0.92
433,0.92
433,0.0
1894,0.92
454,0.92
454,0.92
433,0.92
454,0.0
454,0.92
454,0.92
454,0.0
454,0.0
439,0.0
454,0.92
454,0.92
433,0.92
436,0.92
454,0.92
454,0.0
454,0.0
433,0.92
454,0.92
433,0.92
454,0.92
454,0.0
454,0.92
433,0.92
454,0.0
1894,0.92
454,0.92
433,0.0
454,0.0
454,0.92
454,0.0
454,0.92
454,0.92
433,0.92
433,0.92
433,0.92
433,0.92
436,0.92
433,0.92
454,0.92
433,0.0
454,0.0
433,0.92
454,0.0
454,0.0
454,0.92
433,0.92
433,0.0
454,0.0
454,0.0
436,0.92
433,0.92
454,0.92
433,0.0
1894,0.92
454,0.0
454,0.92
454,0.0
433,0.92
454,0.0
433,0.0
454,0.0
433,0.92
433,0.0
433,0.92
454,0.92
433,0.0
433,0.92
433,0.92
454,0.0
433,0.0
454,0.0
454,0.92
433,0.92
433,0.92
433,0.0
454,0.92
433,0.92
454,0.0
433,0.0
454,0.0
454,0.0
433,0.92
454,0.0
436,0.0
454,0.92
454,0.92
436,0.0
454,0.0
433,0.0
433,0.92
433,0.92
454,0.92
454,0.92
454,0.0
454,0.92
454,0.92
454,0.92
454,0.92
454,0.0
433,0.0
433,0.92
454,0.92
433,0.92
454,0.92
454,0.0
454,0.0
454,0.0
433,0.92
433,0.92
433,0.0
1894,0.92
433,0.92
454,0.0
433,0.92
433,0.0
433,0.0
454,0.0
454,0.92
433,0.92
454,0.92
433,0.92
433,0.92
454,0.92
433,0.92
433,0.0
433,0.0
433,0.92
454,0.92
454,0.92
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
454,0.92
454,0.92
433,0.92
433,0.0
454,0.92
433,0.92
433,0.92
433,0.92
433,0.92
454,0.92
454,0.0
454,0.92
454,0.0
454,0.0
454,0.92
454,0.0
433,0.92
454,0.0
454,0.0
454,0.92
433,0.92
433,0.0
454,0.0
454,0.0
433,0.92
433,0.92
454,0.0
454,0.92
454,0.0
454,0.92
433,0.0
433,0.92
454,0.92
454,0.0
454,0.92
454,0.92
454,0.92
433,0.92
454,0.0
454,0.92
433,0.92
454,0.0
454,0.92
454,0.0
433,0.0
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
454,0.92
433,0.92
454,0.0
433,0.0
454,0.0
433,0.92
433,0.92
454,0.92
454,0.92
454,0.0
454,0.0
433,0.92
433,0.92
433,0.92
454,0.0
454,0.92
433,0.0
433,0.0
454,0.92
454,0.0
433,0.92
454,0.0
433,0.92
433,0.92
433,0.0
454,0.92
433,0.0
433,0.0
433,0.92
433,0.92
433,0.92
454,0.92
433,0.92
433,0.0
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
454,0.0
454,0.92
433,0.92
433,0.92
454,0.92
433,0.0
433,0.92
433,0.92
433,0.0
433,0.92
433,0.0
454,0.92
433,0.92
433,0.0
433,0.92
433,0.92
454,0.92
433,0.0
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
454,0.0
433,0.92
433,0.92
454,0.92
433,0.92
433,0.0
433,0.92
433,0.92
433,0.92
433,0.92
433,0.0
433,0.92
433,0.0
433,0.92
433,0.92
432,0.0
433,0.92
433,0.0
433,0.0
433,0.0
433,0.0
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
433,0.92
433,0.0
433,0.92
433,0.92
433,0.0
433,0.0
433,0.0
433,0.0
433,0.92
433,0.92
433,0.0
433,0.92
432,0.92
433,0.92
433,0.92
433,0.92
433,0.0
433,0.92
433,0.92
432,0.92
433,0.92
433,0.0
433,0.92
433,0.92
432,0.92
433,0.92
432,0.92
433,0.92
433,0.0
433,0.92
433,0.92
433,0.0
432,0.92
433,0.0
432,0.92
433,0.92
433,0.92
433,0.0
433,0.92
432,0.92
432,0.92
433,0.92
433,0.92
433,0.92
433,0.92
432,0.0
433,0.92
432,0.92
432,0.92
433,0.92
433,0.0
432,0.92
432,0.92
432,0.92
433,0.92
433,0.92
433,0.92
432,0.92
433,0.92
433,0.92
432,0.92
433,0.92
433,0.92
433,0.0
433,0.92
433,0.0
432,0.92
433,0.0
433,0.92
433,0.92
432,0.92
432,0.92
432,0.92
432,0.92
433,0.92
433,0.0
432,0.92
433,0.0
432,0.0
433,0.0
433,0.0
433,0.92
433,0.92
433,0.92
432,0.92
432,0.92
433,0.92
432,0.92
433,0.0
432,0.0
432,0.92
433,0.0
432,0.92
432,0.92
432,0.0
432,0.92
432,0.0
433,0.0
432,0.0
432,0.92
432,0.92
432,0.92
433,0.92
432,0.0
432,0.92
433,0.92
433,0.92
433,0.92
433,0.0
433,0.92
433,0.92
433,0.92
433,0.92
432,0.0
432,0.92
433,0.0
433,0.92
433,0.0
433,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
433,0.0
432,0.92
432,0.92
432,0.0
432,0.92
433,0.92
432,0.92
432,0.0
433,0.0
433,0.0
433,0.0
432,0.0
432,0.0
433,0.92
433,0.0
433,0.0
433,0.92
432,0.92
432,0.0
432,0.0
432,0.92
432,0.92
433,0.92
432,0.92
433,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.92
433,0.92
432,0.92
432,0.0
432,0.92
432,0.92
433,0.92
433,0.0
433,0.92
432,0.0
433,0.0
433,0.92
432,0.0
433,0.92
433,0.0
433,0.92
433,0.0
432,0.92
432,0.0
433,0.92
433,0.92
432,0.92
432,0.92
433,0.92
433,0.0
432,0.92
432,0.92
432,0.0
432,0.0
433,0.0
433,0.92
433,0.92
433,0.0
432,0.92
432,0.92
433,0.0
433,0.92
432,0.92
432,0.92
432,0.0
433,0.0
432,0.92
433,0.0
433,0.92
432,0.92
432,0.0
432,0.0
433,0.0
433,0.92
432,0.92
432,0.92
432,0.0
433,0.92
432,0.92
432,0.92
433,0.92
433,0.92
433,0.0
432,0.92
433,0.0
432,0.92
432,0.92
433,0.92
432,0.0
432,0.92
433,0.92
433,0.92
432,0.0
432,0.0
432,0.92
432,0.0
432,0.92
433,0.92
432,0.92
432,0.0
433,0.92
433,0.92
432,0.92
432,0.92
433,0.0
433,0.0
432,0.92
433,0.92
433,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
433,0.92
432,0.92
432,0.92
432,0.0
432,0.0
433,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
433,0.0
432,0.92
432,0.92
433,0.0
432,0.0
433,0.92
432,0.0
433,0.0
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.0
432,0.0
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.0
433,0.0
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.92
432,0.0
432,0.0
433,0.0
432,0.0
432,0.0
432,0.92
433,0.92
433,0.0
433,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.0
432,0.0
432,0.0
432,0.92
432,0.92
432,0.92
432,0.0
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.0
432,0.0
432,0.0
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.0
432,0.92
432,0.0
432,0.0
432,0.92
432,0.0
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.0
432,0.0
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.0
432,0.0
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.0
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.0
432,0.0
432,0.0
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.0
432,0.92
432,0.92
432,0.0
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.0
432,0.0
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
432,0.92
