chosen_arms,rewards
958,0.0
6718,0.0
3341,0.0
2850,0.0
5276,0.0
3805,0.0
3824,0.0
5233,0.0
5242,0.0
5720,0.0
3822,0.0
5253,0.0
6198,0.0
3329,0.0
1881,0.0
4756,0.0
3813,0.0
5252,0.0
1888,0.0
2861,0.0
3320,0.0
4300,0.0
5248,0.0
3315,0.0
6686,0.0
1905,0.0
4295,0.0
5739,0.0
4793,0.0
6693,46.0
6228,0.0
2859,0.0
3834,0.0
4292,0.0
6193,0.0
1416,0.0
2876,0.0
3343,0.0
1401,0.0
3793,0.0
6205,0.0
2385,0.0
3354,0.0
4278,0.0
1896,0.0
939,0.0
3332,0.0
4293,0.0
3315,0.0
451,0.0
4795,0.0
1877,0.0
3821,0.0
1896,0.0
6204,0.0
2392,0.0
7173,0.0
2386,0.0
2858,0.0
7163,0.0
7196,0.0
6689,0.0
3820,0.0
3816,0.0
1884,0.0
4774,0.0
1899,0.0
7189,0.0
3339,0.0
2370,0.0
6705,0.0
942,0.0
3316,0.0
2850,0.0
7164,0.0
3318,0.0
3792,0.0
1911,0.0
5751,0.0
3357,0.0
6239,0.0
3797,0.0
7177,0.0
6718,0.0
5274,0.0
3830,0.0
5733,0.0
3831,0.0
930,0.0
6706,0.0
1402,0.0
6198,0.0
6696,0.0
7178,0.0
924,0.0
3353,0.0
2870,0.0
1438,0.0
1884,0.0
1914,0.0
446,0.0
6690,0.0
2387,0.0
1401,46.0
6222,0.0
6224,0.0
2376,0.0
4759,0.0
6694,0.0
6216,0.0
3352,0.0
1894,46.0
454,0.0
2375,0.0
447,0.0
4789,0.0
1875,0.0
4272,0.0
6678,0.0
2842,0.0
3804,0.0
3351,0.0
6684,46.0
6678,0.0
6204,0.0
2362,0.0
2876,0.0
4307,0.0
6214,0.0
1885,0.0
6211,0.0
2363,0.0
3830,0.0
2865,0.0
7188,0.0
3330,0.0
5274,0.0
7179,0.0
3319,0.0
4764,0.0
951,0.0
2362,0.0
4783,0.0
1392,0.0
3312,0.0
2841,0.0
2392,0.0
1878,0.0
2872,0.0
4296,0.0
6204,0.0
3324,46.0
6204,0.0
5269,0.0
5250,0.0
6229,0.0
4281,0.0
3351,0.0
1885,0.0
6196,0.0
2364,0.0
6672,0.0
1881,0.0
2382,0.0
465,0.0
1899,0.0
6219,0.0
2396,0.0
6705,0.0
5733,0.0
3345,0.0
5272,0.0
1897,0.0
1914,0.0
7185,0.0
6209,0.0
2365,0.0
442,0.0
4273,0.0
4295,0.0
476,0.0
2844,0.0
3836,0.0
5748,0.0
3354,0.0
3357,0.0
6708,0.0
2870,0.0
2364,0.0
6216,0.0
1917,0.0
2352,0.0
4752,0.0
441,0.0
2847,0.0
1437,0.0
6693,0.0
1918,0.0
7152,0.0
6221,0.0
2838,0.0
2841,0.0
2373,0.0
2361,0.0
4282,0.0
2860,0.0
4798,0.0
4318,0.0
4293,0.0
3316,0.0
3839,0.0
6198,0.0
5279,0.0
6687,0.0
4283,0.0
2378,0.0
3352,0.0
2853,0.0
1875,0.0
3336,0.0
6213,0.0
2842,0.0
7155,0.0
4756,0.0
2352,0.0
2841,0.0
2377,0.0
3340,0.0
5723,0.0
3339,0.0
5746,0.0
2833,0.0
3804,0.0
6687,0.0
4304,0.0
1914,0.0
921,0.0
2364,0.0
465,0.0
6202,46.0
3344,0.0
6704,0.0
3316,0.0
3336,0.0
1912,0.0
7191,0.0
7179,0.0
1889,0.0
917,0.0
444,0.0
6688,0.0
1437,0.0
2355,0.0
7168,0.0
1888,0.0
6682,0.0
6696,0.0
4312,0.0
954,0.0
923,0.0
445,0.0
1912,0.0
1399,46.0
4788,0.0
2374,0.0
1873,46.0
1413,0.0
3316,0.0
2364,0.0
3322,0.0
5241,0.0
5261,0.0
3343,0.0
3346,0.0
3802,0.0
1893,0.0
5251,0.0
4279,0.0
2373,0.0
2377,0.0
4794,0.0
4794,0.0
6684,0.0
4284,0.0
3810,0.0
1410,0.0
3318,0.0
4779,0.0
2874,0.0
4788,0.0
4275,0.0
3816,0.0
7182,0.0
6719,0.0
2851,0.0
3357,0.0
1875,0.0
5271,0.0
6684,0.0
2380,0.0
3837,0.0
3319,0.0
7188,0.0
4306,0.0
7198,0.0
435,0.0
5742,0.0
1872,0.0
3333,0.0
7166,0.0
2386,0.0
7167,0.0
7162,0.0
2386,0.0
2868,0.0
1872,0.0
1911,0.0
6713,0.0
1883,0.0
4276,46.0
4273,0.0
3831,0.0
6198,0.0
471,0.0
3812,0.0
3357,46.0
1910,0.0
3317,0.0
2382,0.0
1881,0.0
4755,0.0
6201,0.0
1902,0.0
441,0.0
3351,0.0
2365,0.0
3819,0.0
1919,0.0
6681,0.0
3819,0.0
479,0.0
456,0.0
3792,0.0
465,0.0
4288,0.0
7158,0.0
7185,0.0
2845,0.0
6678,0.0
6213,0.0
5757,0.0
2361,0.0
2380,0.0
6697,0.0
1911,0.0
3334,0.0
6199,0.0
2879,0.0
3348,0.0
4306,0.0
3835,0.0
2836,0.0
1882,0.0
4771,0.0
2848,0.0
3331,0.0
2386,0.0
6201,0.0
2385,0.0
2376,0.0
6715,0.0
2365,0.0
5757,0.0
441,0.0
3329,0.0
2361,0.0
1878,0.0
2842,0.0
4774,0.0
1905,0.0
3804,0.0
5721,0.0
3805,0.0
4776,0.0
2848,0.0
7153,0.0
3806,0.0
6207,0.0
6237,0.0
3810,0.0
4313,0.0
2865,0.0
4797,0.0
5253,0.0
2836,0.0
6706,0.0
3342,0.0
7158,0.0
1420,0.0
6222,0.0
2363,0.0
4771,0.0
7182,0.0
2832,0.0
3333,0.0
2355,0.0
1899,0.0
1893,0.0
7156,0.0
3357,0.0
2844,0.0
3332,0.0
915,0.0
2396,0.0
2868,0.0
6195,0.0
4752,0.0
3793,0.0
3333,0.0
6237,0.0
1899,0.0
2358,0.0
4755,0.0
954,0.0
915,0.0
7153,0.0
470,0.0
7153,0.0
3801,0.0
3798,0.0
1900,0.0
6226,0.0
2376,0.0
6703,0.0
3830,0.0
1882,0.0
2832,46.0
4274,0.0
7154,0.0
5741,0.0
2846,0.0
1881,0.0
1419,0.0
3804,0.0
3358,0.0
6210,0.0
3349,0.0
6204,0.0
921,0.0
4317,0.0
3312,0.0
6684,0.0
1875,0.0
4274,0.0
3794,0.0
1872,0.0
924,0.0
4773,0.0
6708,0.0
6688,0.0
470,0.0
2871,0.0
2353,0.0
3350,46.0
477,0.0
5731,0.0
1439,0.0
2844,0.0
6715,0.0
6204,0.0
2832,0.0
1420,0.0
5232,0.0
1415,0.0
445,0.0
3321,46.0
6205,0.0
939,0.0
6192,46.0
2391,0.0
6205,0.0
6209,0.0
2851,0.0
5232,0.0
432,46.0
5716,0.0
3325,0.0
466,0.0
3347,0.0
4317,0.0
3354,0.0
6719,0.0
1905,0.0
6717,0.0
4281,0.0
1893,0.0
3319,0.0
3342,0.0
2834,0.0
6201,0.0
3816,0.0
7185,0.0
3336,0.0
447,0.0
3805,0.0
6695,0.0
2361,0.0
4272,0.0
432,0.0
6672,0.0
4291,0.0
1908,0.0
1872,46.0
1392,0.0
4277,0.0
1900,0.0
2388,0.0
1395,0.0
3351,0.0
3327,0.0
445,0.0
6210,0.0
4278,46.0
4779,0.0
3358,0.0
6226,0.0
432,0.0
5734,0.0
2373,0.0
5251,0.0
6192,0.0
1881,0.0
6702,0.0
3316,46.0
3800,0.0
5715,0.0
2865,0.0
6192,0.0
1917,0.0
1872,46.0
6235,0.0
5235,0.0
2856,0.0
2356,0.0
4315,0.0
1878,0.0
6207,0.0
1872,46.0
3333,0.0
6208,0.0
4770,0.0
3325,0.0
1891,0.0
1873,0.0
2852,0.0
3321,0.0
7152,0.0
1892,0.0
4272,46.0
1914,0.0
1915,0.0
3312,0.0
1875,46.0
1914,0.0
2832,0.0
2860,0.0
456,0.0
3333,0.0
2355,0.0
3819,0.0
6222,0.0
3313,0.0
1911,0.0
2845,0.0
1878,0.0
3339,0.0
7170,0.0
3339,0.0
4777,0.0
433,0.0
3327,46.0
3322,0.0
2373,0.0
1872,0.0
4795,0.0
2861,0.0
3796,0.0
3313,46.0
1911,0.0
6210,0.0
444,0.0
1875,46.0
1884,0.0
3321,0.0
6215,0.0
1872,46.0
1873,0.0
1905,0.0
453,0.0
3336,0.0
1875,0.0
6192,0.0
4761,0.0
1903,0.0
6213,0.0
4274,0.0
1896,0.0
3357,0.0
1890,0.0
1899,0.0
3792,0.0
7152,0.0
3834,0.0
1878,0.0
1893,0.0
5715,0.0
2391,0.0
922,0.0
6231,0.0
1872,0.0
6219,0.0
1884,0.0
4284,46.0
1873,46.0
6204,0.0
3319,0.0
444,0.0
2355,0.0
1872,46.0
1872,46.0
4272,0.0
5718,0.0
4773,0.0
2841,0.0
3348,0.0
2844,0.0
465,0.0
1872,46.0
1887,0.0
1884,0.0
440,0.0
1872,0.0
1878,0.0
912,46.0
3312,0.0
3312,46.0
1884,0.0
6223,0.0
4789,0.0
1881,0.0
3792,0.0
1893,0.0
6193,0.0
6192,0.0
1918,0.0
3339,0.0
1873,0.0
2352,0.0
4272,0.0
3327,0.0
3312,46.0
3324,0.0
3312,46.0
1872,0.0
2832,0.0
3351,0.0
1875,0.0
1872,0.0
3312,0.0
1878,0.0
2352,0.0
1872,0.0
3330,0.0
3312,0.0
3312,0.0
1890,46.0
1872,0.0
6228,0.0
1875,46.0
3321,0.0
3312,46.0
2832,46.0
444,0.0
2832,0.0
1902,0.0
432,46.0
1899,0.0
4293,0.0
3342,0.0
4284,0.0
1872,0.0
1890,0.0
1872,0.0
1872,0.0
3312,0.0
1884,0.0
3315,0.0
1873,0.0
1872,46.0
1900,0.0
1872,46.0
1872,46.0
1881,0.0
3312,0.0
432,0.0
6201,0.0
3330,0.0
3321,0.0
1872,0.0
1872,0.0
2853,0.0
3313,0.0
1899,0.0
1872,0.0
2832,0.0
1911,0.0
3315,0.0
447,0.0
4752,0.0
3312,0.0
3312,0.0
1902,0.0
2374,0.0
3312,0.0
1911,0.0
1872,0.0
1872,0.0
1872,0.0
4302,0.0
1905,0.0
1878,0.0
1914,0.0
3312,0.0
6231,0.0
1872,0.0
6192,46.0
1873,0.0
3357,0.0
3312,0.0
1884,0.0
6192,46.0
1872,0.0
3333,0.0
6192,0.0
432,0.0
3328,0.0
6228,0.0
1872,0.0
1872,0.0
1872,0.0
3312,46.0
3312,46.0
1872,0.0
3318,0.0
1872,0.0
1880,0.0
6198,0.0
6192,46.0
432,0.0
1872,46.0
3333,0.0
3312,46.0
1872,46.0
432,46.0
1872,0.0
3312,0.0
3312,0.0
3312,46.0
6222,0.0
6192,0.0
1872,0.0
1872,0.0
3324,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
1872,0.0
3312,0.0
1872,0.0
6201,46.0
1872,0.0
1887,0.0
3312,0.0
3312,46.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
3312,0.0
1872,0.0
1902,0.0
3312,0.0
3312,0.0
1872,0.0
6192,0.0
6192,0.0
3312,0.0
1872,0.0
1902,0.0
3312,0.0
2832,0.0
1872,46.0
1872,46.0
1872,46.0
3312,0.0
1872,0.0
3312,46.0
1872,46.0
1872,46.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
3312,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
3312,46.0
3312,46.0
3312,0.0
3312,0.0
6192,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
1872,46.0
3312,0.0
3312,46.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
3312,0.0
1872,0.0
3312,0.0
1872,0.0
3312,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
3312,0.0
1872,0.0
3312,0.0
1872,0.0
1872,0.0
3312,0.0
3312,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
3312,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
1872,0.0
3312,0.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
3312,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
4272,0.0
1872,46.0
3312,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
3312,0.0
1872,46.0
1872,0.0
3312,46.0
1872,46.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
6192,46.0
1872,0.0
3312,0.0
1872,0.0
3312,0.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
3312,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
1872,46.0
1872,46.0
1872,0.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
6192,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
3312,0.0
1872,0.0
3312,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,46.0
1872,46.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
1872,0.0
